VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2023-01-07 15:42:49,2023-01-07 16:36:47,3,7.32,1,N,236,72,2,34.91,0.0,0.5,7.73,0.0,0.3,45.94,2.5
1,2023-01-10 12:42:42,2023-01-10 12:48:41,2,1.38,1,N,101,87,2,7.84,0.5,0.5,0.0,0.0,0.3,11.14,2.5
1,2023-01-05 16:10:33,2023-01-05 16:16:08,2,1.3,1,N,121,224,1,7.22,0.5,0.5,1.51,0.0,0.3,9.53,0.0
1,2023-01-09 21:04:17,2023-01-09 21:28:32,3,3.76,1,N,202,72,4,18.38,0.5,0.5,1.94,0.0,0.3,23.62,2.5
1,2023-01-14 07:12:24,2023-01-14 07:29:29,2,2.02,1,N,87,151,1,12.32,0.5,0.5,1.63,0.0,0.3,14.75,0.0
2,2023-01-24 11:21:11,2023-01-24 11:27:16,2,0.57,1,N,163,72,2,6.2,1.0,0.5,0.0,0.0,0.3,7.0,0.0
1,2023-01-24 07:29:55,2023-01-24 07:45:15,2,1.8,1,N,7,186,4,12.18,0.5,0.5,3.27,0.0,0.3,18.75,2.5
1,2023-01-20 17:40:55,2023-01-20 17:48:35,2,1.74,1,N,247,237,1,9.5,0.5,0.5,2.18,7.31,0.3,22.29,2.5
2,2023-01-11 01:31:48,2023-01-11 02:06:15,5,5.12,1,N,79,167,2,23.89,1.0,0.5,2.91,0.0,0.3,30.1,2.5
2,2023-01-14 11:57:51,2023-01-14 12:05:14,2,2.6,1,N,36,36,3,11.74,0.0,0.5,1.31,7.52,0.3,23.87,2.5
2,2023-01-08 08:29:41,2023-01-08 08:37:56,1,1.67,1,N,237,29,1,9.88,1.0,0.5,0.0,0.88,0.3,11.56,0.0
1,2023-01-06 19:14:57,2023-01-06 19:21:33,1,1.23,1,N,246,246,1,7.89,0.5,0.5,0.0,4.16,0.3,15.35,2.5
1,2023-01-30 15:55:05,2023-01-30 16:00:12,4,0.97,1,N,170,121,1,6.77,0.0,0.5,0.0,0.0,0.3,10.07,2.5
1,2023-01-18 05:07:14,2023-01-18 05:12:41,2,1.16,1,N,237,129,1,6.52,0.5,0.5,1.07,0.0,0.3,10.89,2.5
2,2023-01-07 15:00:10,2023-01-07 15:14:21,1,2.1,1,N,121,114,2,11.73,0.5,0.5,2.99,0.0,0.3,18.02,2.5
1,2023-01-04 21:49:55,2023-01-04 22:04:18,1,2.23,1,N,36,161,1,12.55,0.5,0.5,1.62,0.0,0.3,14.97,0.0
2,2023-01-02 18:47:51,2023-01-02 19:02:02,1,2.12,1,N,116,224,1,11.8,0.0,0.5,2.63,0.0,0.3,17.73,2.5
1,2023-01-23 20:51:40,2023-01-23 20:54:29,1,0.79,1,N,63,162,2,6.56,0.5,0.5,1.01,3.37,0.3,11.74,0.0
2,2023-01-25 23:16:41,2023-01-25 23:56:18,1,1.93,1,N,163,67,1,17.57,0.5,0.5,4.37,0.0,0.3,22.74,0.0
2,2023-01-19 19:09:32,2023-01-19 19:17:51,1,1.65,1,N,158,59,1,9.35,0.5,0.5,1.41,0.0,0.3,11.56,0.0
1,2023-01-06 17:04:41,2023-01-06 17:14:46,2,2.33,1,N,97,17,2,10.05,0.5,0.5,2.64,0.0,0.3,15.99,2.5
1,2023-01-13 15:52:25,2023-01-13 16:06:42,3,3.63,1,N,114,250,1,16.05,1.0,0.5,2.2,0.0,0.3,19.05,0.0
1,2023-01-18 21:24:29,2023-01-18 22:20:02,1,9.67,2,N,54,96,1,41.14,0.5,0.5,10.44,0.0,0.3,54.88,2.5
1,2023-01-30 13:45:16,2023-01-30 13:56:46,2,3.02,1,N,116,76,1,14.16,0.5,0.5,0.0,0.0,0.3,14.96,0.0
2,2023-01-28 11:27:03,2023-01-28 11:33:40,1,0.81,1,N,114,17,1,6.17,1.0,0.5,1.55,11.45,0.3,19.97,0.0
2,2023-01-28 19:22:27,2023-01-28 19:28:27,1,1.02,1,N,113,234,2,7.2,0.0,0.5,0.0,0.0,0.3,10.5,2.5
2,2023-01-29 08:36:20,2023-01-29 08:46:54,2,1.93,1,N,54,76,2,9.75,0.0,0.5,0.0,0.0,0.3,13.05,2.5
2,2023-01-15 08:42:52,2023-01-15 08:50:40,2,1.52,1,N,163,170,3,8.3,1.0,0.5,1.16,0.0,0.3,10.26,0.0
2,2023-01-19 08:37:20,2023-01-19 08:54:46,1,2.07,1,N,129,167,3,12.11,0.5,0.5,0.0,0.0,0.3,12.91,0.0
1,2023-01-14 19:37:21,2023-01-14 20:36:04,1,9.44,1,N,162,17,4,40.11,0.5,0.5,0.0,0.0,0.3,40.91,0.0
1,2023-01-14 20:38:09,2023-01-14 20:47:55,1,3.82,1,N,186,224,2,14.11,0.0,0.5,2.12,0.71,0.3,20.24,2.5
1,2023-01-26 20:36:20,2023-01-26 20:42:44,2,1.64,1,N,73,128,1,8.63,1.0,0.5,1.84,0.0,0.3,11.27,0.0
1,2023-01-11 13:53:28,2023-01-11 13:56:33,1,1.21,1,N,202,246,1,6.57,0.5,0.5,1.63,0.0,0.3,11.5,2.5
1,2023-01-07 18:05:38,2023-01-07 18:07:36,1,1.13,1,N,128,224,1,6.61,0.5,0.5,1.77,4.6,0.3,16.28,2.5
2,2023-01-21 07:35:25,2023-01-21 07:37:11,1,0.3,1,N,202,76,1,4.07,0.0,0.5,1.0,0.0,0.3,5.87,0.0
1,2023-01-02 16:49:01,2023-01-02 16:57:06,2,1.96,2,N,224,234,3,10.0,0.0,0.5,1.81,14.46,0.3,27.07,0.0
2,2023-01-25 23:31:06,2023-01-25 23:35:23,1,0.83,1,N,67,261,1,5.83,1.0,0.5,0.71,0.0,0.3,7.34,0.0
1,2023-01-20 22:51:28,2023-01-20 23:12:35,1,3.28,2,N,63,162,1,16.21,1.0,0.5,3.18,0.0,0.3,20.19,0.0
2,2023-01-14 20:38:16,2023-01-14 20:54:20,1,3.36,1,N,232,261,1,15.57,0.0,0.5,3.87,0.0,0.3,22.74,2.5
1,2023-01-05 22:36:45,2023-01-05 22:49:40,1,4.97,1,N,7,53,2,18.05,0.0,0.5,1.81,0.0,0.3,23.16,2.5
2,2023-01-08 08:02:16,2023-01-08 08:06:50,3,0.85,6,N,224,102,2,5.87,0.5,0.5,0.0,0.0,0.3,9.17,2.5
1,2023-01-29 21:16:15,2023-01-29 21:32:55,1,2.9,1,N,117,132,2,14.52,0.0,0.5,0.0,0.0,0.3,15.32,0.0
1,2023-01-07 16:31:40,2023-01-07 16:53:53,2,4.04,1,N,36,1,1,18.03,0.5,0.5,3.11,0.0,0.3,24.44,2.5
2,2023-01-20 17:33:36,2023-01-20 17:52:23,4,3.35,1,N,102,170,1,15.83,0.5,0.5,3.86,0.0,0.3,20.49,0.0
2,2023-01-30 16:19:50,2023-01-30 16:56:20,1,3.99,1,N,73,72,2,21.93,0.5,0.5,4.1,0.0,0.3,29.33,2.5
2,2023-01-29 07:48:44,2023-01-29 08:10:13,3,3.67,1,N,129,102,1,18.17,0.0,0.5,2.02,9.21,0.3,30.2,0.0
2,2023-01-20 12:26:34,2023-01-20 12:37:27,6,1.88,1,N,103,100,1,9.48,1.0,0.5,0.0,0.0,0.3,10.28,0.0
2,2023-01-14 19:26:45,2023-01-14 19:44:53,1,3.67,2,N,129,97,1,16.84,1.0,0.5,3.65,0.0,0.3,23.79,2.5
2,2023-01-17 09:31:56,2023-01-17 09:51:38,2,5.32,1,N,121,116,2,21.56,0.5,0.5,4.1,0.0,0.3,28.96,2.5
1,2023-01-08 21:07:00,2023-01-08 21:14:43,2,1.13,1,N,232,87,2,8.21,1.0,0.5,0.0,10.94,0.3,19.95,0.0
2,2023-01-20 15:00:44,2023-01-20 15:08:32,1,1.5,1,N,7,86,1,8.35,1.0,0.5,2.16,15.44,0.3,26.75,0.0
1,2023-01-28 20:12:14,2023-01-28 20:18:14,1,1.28,1,N,29,72,1,7.54,0.5,0.5,1.42,0.0,0.3,12.26,2.5
2,2023-01-27 18:41:47,2023-01-27 18:49:51,2,1.79,1,N,96,45,1,9.81,0.5,0.5,2.43,0.0,0.3,13.04,0.0
1,2023-01-31 10:26:44,2023-01-31 10:31:19,2,0.66,1,N,54,87,1,6.27,0.0,0.5,0.8,0.0,0.3,10.37,2.5
2,2023-01-22 09:54:52,2023-01-22 10:11:12,1,2.92,1,N,234,101,1,14.26,0.5,0.5,2.57,0.0,0.3,17.63,0.0
1,2023-01-29 02:29:39,2023-01-29 02:38:43,1,1.43,1,N,100,163,1,9.54,0.0,0.5,0.0,0.0,0.3,10.34,0.0
2,2023-01-23 11:46:59,2023-01-23 11:56:55,2,1.23,1,N,237,202,2,8.41,0.0,0.5,1.35,0.0,0.3,13.06,2.5
1,2023-01-22 15:08:35,2023-01-22 15:33:56,1,2.2,1,N,246,110,1,15.56,0.0,0.5,3.88,0.0,0.3,20.24,0.0
1,2023-01-15 20:35:24,2023-01-15 20:52:38,1,2.14,1,N,25,223,1,12.99,0.5,0.5,0.0,0.0,0.3,16.29,2.5
1,2023-01-22 14:51:13,2023-01-22 15:04:32,2,3.12,1,N,261,132,2,13.78,1.0,0.5,0.0,0.0,0.3,17.08,2.5
1,2023-01-06 19:45:49,2023-01-06 19:56:32,1,2.04,1,N,261,110,1,10.17,0.5,0.5,1.21,0.0,0.3,12.18,0.0
1,2023-01-12 13:06:46,2023-01-12 13:22:58,3,2.6,1,N,87,163,1,14.02,0.5,0.5,3.64,0.0,0.3,20.96,2.5
1,2023-01-02 15:29:38,2023-01-02 15:35:49,3,2.42,1,N,73,151,1,10.85,0.0,0.5,2.98,0.0,0.3,14.63,0.0
2,2023-01-22 18:19:59,2023-01-22 18:38:01,1,4.18,3,N,202,45,1,17.61,0.5,0.5,0.0,0.0,0.3,20.91,2.5
2,2023-01-18 07:50:11,2023-01-18 08:19:45,1,5.42,3,N,163,1,1,24.23,0.5,0.5,4.3,0.0,0.3,29.33,0.0
2,2023-01-05 17:31:59,2023-01-05 17:53:20,1,4.13,1,N,151,63,2,18.82,0.5,0.5,3.8,13.58,0.3,39.5,2.5
2,2023-01-22 09:07:39,2023-01-22 09:13:06,2,1.9,1,N,161,234,2,10.01,0.5,0.5,0.0,0.0,0.3,13.31,2.5
1,2023-01-27 16:39:39,2023-01-27 16:49:39,5,1.34,1,Y,89,202,4,8.29,0.0,0.5,0.0,8.55,0.3,20.14,2.5
2,2023-01-19 22:59:39,2023-01-19 23:30:40,3,6.65,1,N,129,232,2,28.13,0.5,0.5,6.65,0.0,0.3,35.58,0.0
2,2023-01-13 07:31:07,2023-01-13 07:37:02,3,1.01,1,N,100,158,2,7.62,1.0,0.5,1.87,0.0,0.3,12.79,2.5
1,2023-01-03 19:04:35,2023-01-03 20:02:02,1,8.21,1,N,129,114,1,38.3,0.5,0.5,4.31,0.0,0.3,45.91,2.5
1,2023-01-22 18:31:27,2023-01-22 19:01:16,3,3.93,1,N,89,36,1,20.73,0.5,0.5,0.0,0.0,0.3,24.03,2.5
1,2023-01-05 18:46:05,2023-01-05 18:50:05,1,0.95,1,N,224,223,1,7.06,0.5,0.5,0.0,0.0,0.3,10.36,2.5
2,2023-01-11 07:06:25,2023-01-11 07:13:54,1,2.17,1,N,261,78,1,9.65,0.5,0.5,2.57,0.0,0.3,15.52,2.5
2,2023-01-05 08:16:05,2023-01-05 08:30:22,1,2.24,1,N,261,116,1,11.59,0.5,0.5,2.66,0.0,0.3,17.55,2.5
1,2023-01-05 17:29:28,2023-01-05 18:06:23,2,3.38,1,N,232,114,1,20.57,0.0,0.5,3.71,0.0,0.3,27.58,2.5
2,2023-01-05 09:21:32,2023-01-05 09:31:34,1,2.68,1,N,79,237,2,12.66,0.5,0.5,0.0,0.0,0.3,15.96,2.5
2,2023-01-25 08:00:24,2023-01-25 08:24:51,1,4.73,1,N,102,120,2,20.78,1.0,0.5,0.0,0.0,0.3,24.08,2.5
2,2023-01-30 22:10:38,2023-01-30 22:22:58,1,1.13,1,N,261,1,2,8.64,0.5,0.5,0.0,0.0,0.3,11.94,2.5
2,2023-01-06 12:05:31,2023-01-06 12:44:00,2,3.8,1,N,53,237,1,21.91,0.5,0.5,0.0,0.0,0.3,22.71,0.0
1,2023-01-21 08:02:44,2023-01-21 08:19:02,1,2.81,1,N,236,110,2,14.66,0.5,0.5,1.74,0.0,0.3,19.7,2.5
2,2023-01-23 19:56:24,2023-01-23 20:55:46,1,6.33,1,N,120,79,2,33.4,0.0,0.5,6.58,10.15,0.3,53.43,2.5
1,2023-01-04 13:11:50,2023-01-04 14:29:09,1,6.91,1,N,89,45,2,39.35,0.0,0.5,4.69,0.0,0.3,47.34,2.5
2,2023-01-01 20:34:25,2023-01-01 20:54:41,1,4.55,1,N,73,158,1,19.98,1.0,0.5,4.8,0.0,0.3,28.08,2.5
1,2023-01-01 09:28:33,2023-01-01 09:45:15,1,6.87,1,N,103,116,1,24.06,0.0,0.5,0.0,0.0,0.3,27.36,2.5
2,2023-01-20 14:26:32,2023-01-20 14:36:04,3,3.46,1,N,161,223,1,13.86,0.5,0.5,0.0,0.0,0.3,17.16,2.5
1,2023-01-11 08:04:24,2023-01-11 08:15:37,1,3.27,1,N,113,76,2,12.77,0.5,0.5,0.0,0.0,0.3,13.57,0.0
2,2023-01-09 15:19:07,2023-01-09 15:21:30,1,0.55,1,N,100,87,2,4.74,0.5,0.5,0.78,0.0,0.3,8.82,2.5
2,2023-01-07 22:21:22,2023-01-07 22:33:34,1,2.23,1,N,186,79,1,11.93,0.0,0.5,2.88,0.0,0.3,15.61,0.0
1,2023-01-25 17:18:34,2023-01-25 17:21:11,1,0.81,1,N,186,54,1,6.53,0.0,0.5,0.0,0.0,0.3,9.83,2.5
2,2023-01-08 11:20:01,2023-01-08 11:46:19,1,4.02,1,N,36,25,1,19.93,0.5,0.5,4.91,0.0,0.3,28.14,2.5
1,2023-01-10 13:13:56,2023-01-10 13:46:00,1,4.98,1,N,162,234,1,24.07,0.0,0.5,4.33,0.0,0.3,31.7,2.5
2,2023-01-25 09:41:14,2023-01-25 09:46:29,1,0.6,1,N,129,101,1,5.07,0.5,0.5,0.75,0.0,0.3,6.62,0.0
2,2023-01-22 22:44:16,2023-01-22 22:52:10,2,2.47,1,N,7,167,2,11.87,1.0,0.5,1.57,0.0,0.3,14.24,0.0
1,2023-01-30 09:45:09,2023-01-30 10:45:02,2,12.94,6,N,113,158,1,50.57,0.0,0.5,14.13,0.0,0.3,65.5,0.0
2,2023-01-24 15:02:12,2023-01-24 15:16:56,2,2.84,3,N,158,170,2,14.2,1.0,0.5,0.0,0.0,0.3,17.5,2.5
1,2023-01-26 17:22:10,2023-01-26 17:28:36,2,1.86,1,N,89,202,1,9.93,0.0,0.5,1.69,0.0,0.3,14.92,2.5
1,2023-01-21 09:32:34,2023-01-21 09:38:01,1,1.09,1,N,161,113,2,7.61,0.5,0.5,0.0,0.0,0.3,10.91,2.5
2,2023-01-17 07:05:32,2023-01-17 07:30:52,1,5.54,1,N,114,202,2,23.67,0.5,0.5,6.29,10.6,0.3,41.36,0.0
1,2023-01-02 19:06:29,2023-01-02 19:21:44,1,2.89,1,N,100,73,2,13.02,0.0,0.5,1.9,0.0,0.3,18.22,2.5
1,2023-01-05 20:04:02,2023-01-05 20:17:14,1,2.32,1,N,100,237,1,12.09,0.5,0.5,2.86,0.0,0.3,18.25,2.5
2,2023-01-19 13:51:21,2023-01-19 14:02:25,1,1.38,1,N,236,63,2,9.85,1.0,0.5,2.38,8.59,0.3,24.12,2.5
2,2023-01-26 19:42:52,2023-01-26 19:50:11,3,1.55,1,N,234,53,2,8.27,0.5,0.5,0.87,0.0,0.3,12.44,2.5
1,2023-01-09 19:35:19,2023-01-09 19:56:47,5,5.06,1,N,202,120,2,22.19,0.5,0.5,4.04,0.0,0.3,29.53,2.5
1,2023-01-15 17:26:57,2023-01-15 17:41:13,2,1.84,1,N,54,79,2,11.55,0.0,0.5,2.75,0.0,0.3,15.1,0.0
1,2023-01-11 17:17:22,2023-01-11 17:26:09,1,1.76,1,N,29,121,1,10.47,0.0,0.5,2.8,0.0,0.3,16.57,2.5
2,2023-01-21 21:41:54,2023-01-21 22:19:42,4,10.38,1,N,45,223,1,38.18,0.5,0.5,0.0,0.0,0.3,41.48,2.5
2,2023-01-26 15:14:18,2023-01-26 15:21:32,1,1.61,1,N,162,261,2,8.5,1.0,0.5,0.93,0.0,0.3,12.73,2.5
2,2023-01-11 07:14:08,2023-01-11 07:18:04,1,0.91,1,N,161,202,2,5.48,0.5,0.5,1.45,6.89,0.3,17.12,2.5
1,2023-01-25 23:42:31,2023-01-25 23:53:25,2,2.34,1,N,246,236,2,12.3,0.5,0.5,1.99,0.0,0.3,15.09,0.0
2,2023-01-20 22:03:25,2023-01-20 22:58:19,1,4.92,1,N,158,17,2,29.07,0.0,0.5,0.0,0.0,0.3,32.37,2.5
2,2023-01-15 17:50:16,2023-01-15 17:57:20,1,2.45,1,N,121,100,2,9.68,0.0,0.5,1.27,0.0,0.3,14.25,2.5
2,2023-01-11 16:59:40,2023-01-11 17:07:35,1,1.53,1,N,163,162,4,9.24,0.5,0.5,0.0,0.0,0.3,10.04,0.0
2,2023-01-12 19:23:24,2023-01-12 19:34:19,1,2.83,2,N,129,76,1,12.52,0.5,0.5,3.4,0.0,0.3,19.22,2.5
2,2023-01-05 20:28:11,2023-01-05 20:38:05,3,1.22,1,N,261,151,1,8.96,0.0,0.5,0.0,0.0,0.3,9.76,0.0
1,2023-01-16 11:13:50,2023-01-16 11:18:41,1,1.1,1,N,79,161,1,6.62,0.0,0.5,1.52,0.0,0.3,11.44,2.5
1,2023-01-10 17:55:42,2023-01-10 18:17:04,2,3.28,1,N,129,234,2,16.19,0.5,0.5,3.19,0.0,0.3,22.68,2.5
2,2023-01-28 18:36:31,2023-01-28 18:41:37,1,1.08,1,N,129,162,2,7.08,0.0,0.5,0.0,11.14,0.3,19.02,0.0
2,2023-01-27 05:20:03,2023-01-27 05:26:15,1,1.05,1,N,120,120,1,7.56,0.5,0.5,1.53,0.0,0.3,12.39,2.5
1,2023-01-22 18:22:21,2023-01-22 18:27:51,1,1.59,1,N,163,234,1,8.22,1.0,0.5,0.0,0.0,0.3,9.02,0.0
2,2023-01-01 09:36:10,2023-01-01 10:02:20,1,3.57,5,N,97,246,1,18.2,0.5,0.5,0.0,0.0,0.3,21.5,2.5
1,2023-01-06 20:25:04,2023-01-06 20:46:55,1,3.01,1,N,7,110,1,16.46,0.5,0.5,0.0,0.0,0.3,17.26,0.0
2,2023-01-27 13:34:33,2023-01-27 14:18:07,2,3.95,1,N,237,73,2,23.42,0.0,0.5,3.83,0.0,0.3,30.55,2.5
2,2023-01-25 17:51:11,2023-01-25 17:53:11,5,0.53,2,N,232,59,2,4.82,0.5,0.5,0.0,0.0,0.3,5.62,0.0
1,2023-01-05 09:34:32,2023-01-05 09:44:53,6,2.04,1,N,247,121,1,10.49,0.5,0.5,1.25,0.0,0.3,12.54,0.0
2,2023-01-07 06:15:29,2023-01-07 06:29:26,2,2.58,1,N,7,223,2,13.27,0.5,0.5,2.66,0.0,0.3,19.23,2.5
2,2023-01-30 00:36:33,2023-01-30 00:42:46,1,1.3,1,N,120,113,2,7.67,0.5,0.5,0.0,0.0,0.3,10.97,2.5
2,2023-01-16 17:01:07,2023-01-16 17:13:16,2,3.07,1,N,234,29,2,14.02,0.5,0.5,0.0,0.0,0.3,17.32,2.5
1,2023-01-23 19:57:02,2023-01-23 20:18:44,1,4.56,3,N,132,186,2,20.17,0.0,0.5,5.06,0.0,0.3,28.53,2.5
2,2023-01-10 09:24:05,2023-01-10 09:38:24,1,3.49,1,N,132,45,1,15.31,0.5,0.5,3.42,0.0,0.3,22.03,2.5
2,2023-01-07 16:38:41,2023-01-07 17:07:03,5,7.91,1,N,76,97,1,30.59,0.0,0.5,4.22,0.0,0.3,38.11,2.5
1,2023-01-15 08:07:27,2023-01-15 08:13:17,1,0.91,1,N,163,162,1,7.16,1.0,0.5,0.0,0.0,0.3,10.46,2.5
1,2023-01-24 12:16:23,2023-01-24 12:38:10,1,3.72,1,N,261,129,1,18.27,0.5,0.5,2.31,0.93,0.3,24.81,2.5
2,2023-01-31 18:45:23,2023-01-31 18:50:43,1,2.13,1,N,29,45,1,9.57,0.5,0.5,1.41,0.0,0.3,14.28,2.5
2,2023-01-19 19:41:06,2023-01-19 19:44:55,6,0.54,1,N,117,117,1,4.46,0.0,0.5,1.0,0.0,0.3,8.76,2.5
1,2023-01-14 08:41:48,2023-01-14 08:52:24,1,4.49,1,N,128,162,1,16.63,0.5,0.5,3.05,5.92,0.3,26.4,0.0
1,2023-01-11 21:44:18,2023-01-11 21:52:04,1,1.82,4,N,87,202,1,9.25,0.5,0.5,2.22,0.0,0.3,14.77,2.5
2,2023-01-28 11:33:56,2023-01-28 12:12:01,2,3.15,1,N,132,114,2,21.13,0.5,0.5,0.0,0.0,0.3,21.93,0.0
1,2023-01-29 14:34:23,2023-01-29 14:36:14,1,0.53,1,N,114,224,3,4.02,1.0,0.5,0.0,0.0,0.3,7.32,2.5
1,2023-01-15 18:17:33,2023-01-15 18:21:10,1,0.38,1,N,53,87,1,4.94,0.5,0.5,0.56,14.55,0.3,23.35,2.5
1,2023-01-11 10:41:00,2023-01-11 10:55:46,2,2.98,1,N,151,170,1,14.71,1.0,0.5,0.0,0.0,0.3,18.01,2.5
2,2023-01-07 13:25:25,2023-01-07 13:39:19,1,2.61,5,N,67,237,2,13.0,0.5,0.5,3.32,0.67,0.3,17.79,0.0
2,2023-01-27 17:04:17,2023-01-27 17:06:50,1,0.62,1,N,224,161,1,5.26,0.0,0.5,1.35,0.0,0.3,9.91,2.5
1,2023-01-21 09:40:35,2023-01-21 09:48:58,1,2.67,1,N,237,128,1,12.18,1.0,0.5,1.33,0.0,0.3,14.31,0.0
1,2023-01-30 21:06:56,2023-01-30 21:16:42,2,1.92,1,N,223,79,1,11.26,0.5,0.5,1.6,10.14,0.3,26.3,2.5
2,2023-01-12 08:48:08,2023-01-12 08:51:55,1,0.96,1,N,54,158,1,5.97,0.0,0.5,0.0,0.0,0.3,9.27,2.5
1,2023-01-29 20:59:47,2023-01-29 21:12:29,1,2.09,1,N,246,45,1,11.09,0.5,0.5,0.0,0.0,0.3,11.89,0.0
1,2023-01-19 15:50:31,2023-01-19 16:10:27,3,2.11,1,N,116,151,1,13.43,0.5,0.5,0.0,0.0,0.3,14.23,0.0
1,2023-01-25 11:04:57,2023-01-25 11:15:54,1,2.34,1,N,163,170,2,10.9,0.5,0.5,1.98,14.72,0.3,30.9,2.5
1,2023-01-13 16:42:48,2023-01-13 16:58:29,3,4.54,1,N,117,113,1,18.69,0.0,0.5,2.16,2.76,0.3,26.91,2.5
2,2023-01-31 23:52:31,2023-01-31 23:55:15,2,0.61,1,N,163,113,1,5.0,0.5,0.5,0.54,0.0,0.3,6.34,0.0
2,2023-01-30 10:40:55,2023-01-30 11:09:20,2,4.12,1,N,114,67,2,21.07,1.0,0.5,2.91,0.0,0.3,24.78,0.0
2,2023-01-21 15:48:11,2023-01-21 16:03:34,1,1.66,1,N,113,100,2,10.22,1.0,0.5,1.42,0.0,0.3,12.44,0.0
1,2023-01-04 20:44:33,2023-01-04 21:00:02,1,1.61,1,N,67,120,2,10.87,0.0,0.5,0.0,0.0,0.3,11.67,0.0
2,2023-01-14 07:18:09,2023-01-14 07:24:58,4,1.43,1,N,113,128,4,8.32,0.0,0.5,1.84,12.82,0.3,26.28,2.5
2,2023-01-23 10:51:40,2023-01-23 10:58:41,1,1.37,1,N,96,114,3,8.82,0.5,0.5,1.28,12.59,0.3,25.99,2.5
1,2023-01-19 19:02:58,2023-01-19 19:13:37,2,2.16,1,N,121,67,2,11.26,1.0,0.5,2.87,0.0,0.3,14.93,0.0
1,2023-01-16 19:26:44,2023-01-16 19:28:53,1,0.61,1,N,103,120,1,4.47,0.5,0.5,0.0,0.0,0.3,7.77,2.5
2,2023-01-26 18:04:02,2023-01-26 18:11:53,5,2.17,1,N,116,250,2,10.63,0.0,0.5,2.3,0.0,0.3,13.73,0.0
2,2023-01-20 13:06:03,2023-01-20 14:03:28,1,12.55,1,N,87,161,1,48.29,0.0,0.5,6.79,0.0,0.3,58.38,2.5
1,2023-01-15 21:15:06,2023-01-15 21:29:52,3,3.78,1,N,250,121,1,16.04,1.0,0.5,2.62,0.0,0.3,19.46,0.0
2,2023-01-10 07:28:30,2023-01-10 07:49:37,1,3.56,1,N,163,96,1,17.34,0.5,0.5,2.84,0.0,0.3,23.48,2.5
1,2023-01-13 12:32:37,2023-01-13 12:44:49,1,1.45,1,N,53,7,1,9.96,0.5,0.5,0.0,0.0,0.3,10.76,0.0
2,2023-01-18 13:56:54,2023-01-18 14:06:22,1,1.64,1,N,224,236,2,9.08,0.5,0.5,2.48,0.0,0.3,12.36,0.0
1,2023-01-02 18:24:54,2023-01-02 18:32:34,5,2.04,1,N,73,224,1,9.67,0.5,0.5,1.94,5.96,0.3,18.37,0.0
2,2023-01-05 07:03:33,2023-01-05 07:08:15,3,1.77,1,N,117,250,2,8.66,0.0,0.5,0.0,0.0,0.3,9.46,0.0
2,2023-01-25 23:45:32,2023-01-26 00:07:56,5,4.35,1,N,76,117,1,18.8,0.5,0.5,0.0,0.0,0.3,19.6,0.0
2,2023-01-17 07:18:55,2023-01-17 07:39:05,1,1.15,1,N,117,116,1,10.56,0.5,0.5,1.66,0.0,0.3,13.02,0.0
1,2023-01-28 03:13:37,2023-01-28 03:24:26,1,1.73,1,N,163,45,2,10.41,0.0,0.5,2.39,0.0,0.3,13.6,0.0
1,2023-01-23 20:25:07,2023-01-23 21:53:42,1,11.96,1,N,202,76,1,54.89,0.0,0.5,9.38,0.0,0.3,67.57,2.5
1,2023-01-16 11:09:09,2023-01-16 12:07:42,4,4.58,1,N,79,100,2,28.49,0.5,0.5,5.49,0.0,0.3,34.78,0.0
2,2023-01-18 08:43:49,2023-01-18 09:25:28,2,7.71,1,N,250,250,1,32.31,0.5,0.5,0.0,0.0,0.3,35.61,2.5
2,2023-01-30 19:45:20,2023-01-30 20:27:26,2,8.96,1,N,128,29,1,36.15,0.0,0.5,7.93,4.08,0.3,51.46,2.5
1,2023-01-10 14:19:02,2023-01-10 14:40:43,2,5.34,3,N,162,67,2,21.99,0.5,0.5,0.0,0.0,0.3,22.79,0.0
1,2023-01-28 09:13:58,2023-01-28 09:29:44,2,2.2,1,N,234,116,1,13.44,0.5,0.5,1.84,0.0,0.3,16.08,0.0
2,2023-01-18 20:11:00,2023-01-18 20:40:19,1,4.23,1,N,129,54,1,20.72,0.0,0.5,0.0,8.85,0.3,32.87,2.5
1,2023-01-17 08:32:05,2023-01-17 08:45:55,2,3.03,1,N,86,236,1,14.13,0.0,0.5,0.0,1.8,0.3,16.73,0.0
2,2023-01-18 17:53:14,2023-01-18 18:17:31,1,6.0,1,N,53,59,1,23.17,0.5,0.5,4.88,0.0,0.3,31.35,2.5
1,2023-01-04 13:32:40,2023-01-04 13:37:48,4,1.65,1,N,186,186,1,7.4,0.5,0.5,1.14,0.0,0.3,9.34,0.0
1,2023-01-08 09:53:15,2023-01-08 10:01:22,1,1.11,1,N,63,1,1,7.93,0.5,0.5,2.04,0.0,0.3,13.27,2.5
1,2023-01-24 18:29:20,2023-01-24 18:36:25,2,0.99,1,N,113,76,1,6.89,0.5,0.5,1.78,0.0,0.3,9.47,0.0
2,2023-01-02 19:27:39,2023-01-02 19:53:12,1,3.76,1,N,33,54,1,18.98,0.0,0.5,0.0,0.0,0.3,22.28,2.5
